evidence_id,document_id,section_title,text,source_type,planted,metadata
IRCASE-0097-EV-DISTRACTOR_0-0,IRCASE-0097-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0097-EV-DISTRACTOR_1-0,IRCASE-0097-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0098-EV-ESCALATION-0,IRCASE-0098-DOC-A,Incident response roles and responsibilities: Escalation,"For requirement IR-002, Confirmed high-severity incidents are escalated to the security manager and crisis lead within four hours.",policy,True,"{'evidence_type': 'escalation', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0098-EV-DISTRACTOR_0-0,IRCASE-0098-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0098-EV-DISTRACTOR_1-0,IRCASE-0098-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0099-EV-NON_SUPPORTING-0,IRCASE-0099-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0099-EV-DISTRACTOR_0-0,IRCASE-0099-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0099-EV-DISTRACTOR_1-0,IRCASE-0099-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0100-EV-NON_SUPPORTING-0,IRCASE-0100-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0100-EV-DISTRACTOR_0-0,IRCASE-0100-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0100-EV-DISTRACTOR_1-0,IRCASE-0100-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0101-EV-PROCESS-0,IRCASE-0101-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0101-EV-ROLES-1,IRCASE-0101-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0101-EV-POST_INCIDENT_REVIEW-2,IRCASE-0101-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0101-EV-DISTRACTOR_0-0,IRCASE-0101-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0101-EV-DISTRACTOR_1-0,IRCASE-0101-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0102-EV-ROLES-0,IRCASE-0102-DOC-A,Incident response roles and responsibilities: Roles,"For requirement IR-002, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0102-EV-DISTRACTOR_0-0,IRCASE-0102-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0102-EV-DISTRACTOR_1-0,IRCASE-0102-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0103-EV-NON_SUPPORTING-0,IRCASE-0103-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0103-EV-DISTRACTOR_0-0,IRCASE-0103-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0103-EV-DISTRACTOR_1-0,IRCASE-0103-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0104-EV-NON_SUPPORTING-0,IRCASE-0104-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0104-EV-DISTRACTOR_0-0,IRCASE-0104-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0104-EV-DISTRACTOR_1-0,IRCASE-0104-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0105-EV-PROCESS-0,IRCASE-0105-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0105-EV-ROLES-1,IRCASE-0105-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0105-EV-POST_INCIDENT_REVIEW-2,IRCASE-0105-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0105-EV-DISTRACTOR_0-0,IRCASE-0105-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0105-EV-DISTRACTOR_1-0,IRCASE-0105-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0106-EV-ROLES-0,IRCASE-0106-DOC-A,Incident response roles and responsibilities: Roles,"For requirement IR-002, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0106-EV-DISTRACTOR_0-0,IRCASE-0106-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0106-EV-DISTRACTOR_1-0,IRCASE-0106-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0107-EV-NON_SUPPORTING-0,IRCASE-0107-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0107-EV-DISTRACTOR_0-0,IRCASE-0107-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0107-EV-DISTRACTOR_1-0,IRCASE-0107-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0108-EV-NON_SUPPORTING-0,IRCASE-0108-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0108-EV-DISTRACTOR_0-0,IRCASE-0108-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0108-EV-DISTRACTOR_1-0,IRCASE-0108-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0109-EV-PROCESS-0,IRCASE-0109-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0109-EV-ROLES-1,IRCASE-0109-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0109-EV-POST_INCIDENT_REVIEW-2,IRCASE-0109-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0109-EV-DISTRACTOR_0-0,IRCASE-0109-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0109-EV-DISTRACTOR_1-0,IRCASE-0109-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0110-EV-ESCALATION-0,IRCASE-0110-DOC-A,Incident response roles and responsibilities: Escalation,"For requirement IR-002, Confirmed high-severity incidents are escalated to the security manager and crisis lead within four hours.",policy,True,"{'evidence_type': 'escalation', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0110-EV-DISTRACTOR_0-0,IRCASE-0110-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0110-EV-DISTRACTOR_1-0,IRCASE-0110-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0111-EV-NON_SUPPORTING-0,IRCASE-0111-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0111-EV-DISTRACTOR_0-0,IRCASE-0111-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0111-EV-DISTRACTOR_1-0,IRCASE-0111-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0112-EV-NON_SUPPORTING-0,IRCASE-0112-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0112-EV-DISTRACTOR_0-0,IRCASE-0112-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0112-EV-DISTRACTOR_1-0,IRCASE-0112-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0113-EV-PROCESS-0,IRCASE-0113-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0113-EV-ROLES-1,IRCASE-0113-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0113-EV-POST_INCIDENT_REVIEW-2,IRCASE-0113-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0113-EV-DISTRACTOR_0-0,IRCASE-0113-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0113-EV-DISTRACTOR_1-0,IRCASE-0113-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0114-EV-ESCALATION-0,IRCASE-0114-DOC-A,Incident response roles and responsibilities: Escalation,"For requirement IR-002, Confirmed high-severity incidents are escalated to the security manager and crisis lead within four hours.",policy,True,"{'evidence_type': 'escalation', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0114-EV-DISTRACTOR_0-0,IRCASE-0114-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0114-EV-DISTRACTOR_1-0,IRCASE-0114-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0115-EV-NON_SUPPORTING-0,IRCASE-0115-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0115-EV-DISTRACTOR_0-0,IRCASE-0115-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0115-EV-DISTRACTOR_1-0,IRCASE-0115-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0116-EV-NON_SUPPORTING-0,IRCASE-0116-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0116-EV-DISTRACTOR_0-0,IRCASE-0116-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0116-EV-DISTRACTOR_1-0,IRCASE-0116-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0117-EV-PROCESS-0,IRCASE-0117-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0117-EV-ROLES-1,IRCASE-0117-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0117-EV-POST_INCIDENT_REVIEW-2,IRCASE-0117-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0117-EV-DISTRACTOR_0-0,IRCASE-0117-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0117-EV-DISTRACTOR_1-0,IRCASE-0117-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0118-EV-ROLES-0,IRCASE-0118-DOC-A,Incident response roles and responsibilities: Roles,"For requirement IR-002, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0118-EV-DISTRACTOR_0-0,IRCASE-0118-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0118-EV-DISTRACTOR_1-0,IRCASE-0118-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0119-EV-NON_SUPPORTING-0,IRCASE-0119-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0119-EV-DISTRACTOR_0-0,IRCASE-0119-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0119-EV-DISTRACTOR_1-0,IRCASE-0119-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0120-EV-NON_SUPPORTING-0,IRCASE-0120-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0120-EV-DISTRACTOR_0-0,IRCASE-0120-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0120-EV-DISTRACTOR_1-0,IRCASE-0120-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
